Unnamed: 0,target,generated_val
875,"fix(bybit): parseTicker default type
- fixes https://github.com/ccxt/ccxt/issues/17054

```
Python v3.10.9
CCXT v2.8.93
bybit.fetchTickers()
{'10000NFT/USDT:USDT': {'ask': 0.0045,
                        'askVolume': 1606880.0,
                        'average': 0.0045725,
                        'baseVolume': 69163390.0,
                        'bid': 0.00449,
                        'bidVolume': 808280.0,
                        'change': -0.000145,
                        'close': 0.0045,
                        'datetime': None,
                        'high': 0.0047,
                        'info': {'ask1Price': '0.004500',
                                 'ask1Size': '1606880',
                                 'basisRate': '',
                                 'bid1Price': '0.004490',
                                 'bid1Size': '808280',
                                 'deliveryFeeRate': '',
                                 'deliveryTime': '0',
                                 'fundingRate': '0.0001',
                                 'highPrice24h': '0.004700',
                                 'indexPrice': '0.004488',
                                 'lastPrice': '0.004500',
                                 'lowPrice24h': '0.004455',
                                 'markPrice': '0.004496',
                                 'nextFundingTime': '1677974400000',
                                 'openInterest': '42939560',
                                 'openInterestValue': '193056.26',
                                 'predictedDeliveryPrice': '',
                                 'prevPrice1h': '0.004485',
                                 'prevPrice24h': '0.004645',
                                 'price24hPcnt': '-0.031216',
                                 'symbol': '10000NFTUSDT',
                                 'turnover24h': '316081.51527999',
                                 'volume24h': '69163390'},
                        'last': 0.0045,
                        'low': 0.004455,
                        'open': 0.004645,
                        'percentage': -3.1216,
                        'previousClose': None,
                        'quoteVolume': 316081.51527999,
                        'symbol': '10000NFT/USDT:USDT',
                        'timestamp': None,
                        'vwap': 0.004570069733134682},
```
```
Python v3.10.9
CCXT v2.8.93
bybit.fetchTickers() --spot
{'AAVE/USDT': {'ask': 0.0,
               'askVolume': 0.0,
               'average': 10000.0,
               'baseVolume': 0.0,
               'bid': 10000.0,
               'bidVolume': 0.057,
               'change': 0.0,
               'close': 10000.0,
               'datetime': None,
               'high': 10000.0,
               'info': {'ask1Price': '0',
                        'ask1Size': '0',
                        'bid1Price': '10000',
                        'bid1Size': '0.057',
                        'highPrice24h': '10000',
                        'lastPrice': '10000',
                        'lowPrice24h': '10000',
                        'prevPrice24h': '10000',
                        'price24hPcnt': '0',
                        'symbol': 'AAVEUSDT',
                        'turnover24h': '0',
                        'volume24h': '0'},
               'last': 10000.0,
               'low': 10000.0,
               'open': 10000.0,
               'percentage': 0.0,
               'previousClose': None,
               'quoteVolume': 0.0,
               'symbol': 'AAVE/USDT',
               'timestamp': None,
               'vwap': None},
```
",# bybit: use defaultType from options
876,"Update DS-Chat docs for v0.9.0
",# Update README.md
877,"[pbs] detect errors from http error code
",# [pbs] Add error messages
878,"Fix Taxi (upgrade -> v2)
This fixes the initial state distribution of Taxi such that it no longer produces a start location equal to the goal location (issue #72). At the moment the distribution is not what's expected.

The new reward threshold was calculated using policy iteration.",# Taxi-v1 to Taxi-v2
879,"bitmart.createOrder string math
```
$ bitmart createOrder MATIC/USDT market buy 7 0.795 
2022-09-21T04:55:47.664Z
Node.js: v18.9.0
CCXT v1.93.9
(node:20873) ExperimentalWarning: The Fetch API is an experimental feature. This feature could change at any time
(Use `node --trace-warnings ...` to show where the warning was created)
bitmart.createOrder (MATIC/USDT, market, buy, 7, 0.795)
2022-09-21T04:55:50.338Z iteration 0 passed in 867 ms

{
  id: '54725861463',
  clientOrderId: undefined,
  info: { order_id: '54725861463' },
  timestamp: undefined,
  datetime: undefined,
  lastTradeTimestamp: undefined,
  symbol: 'MATIC/USDT',
  type: 'market',
  timeInForce: undefined,
  postOnly: undefined,
  side: 'buy',
  price: 0.795,
  stopPrice: undefined,
  amount: 7,
  cost: undefined,
  average: undefined,
  filled: undefined,
  remaining: undefined,
  status: undefined,
  fee: undefined,
  trades: [],
  fees: []
}
2022-09-21T04:55:50.338Z iteration 1 passed in 867 ms
```",# bitmart: fix createMarketBuyOrderRequiresPrice
880,"Add Spanish translation
Hello @satwikkansal!

Refer to issue: #252. I've finished the Spanish translation (wrote 1 week on the issue but it turns out I'm a few days late 😅). Nonetheless, the translation is completed.

**Things I did:**
- Translated all content from English to Spanish from the files `README.md`, `CONTRIBUTING.md` and `CONTRIBUTORS.md`.
- Replaced some links with its Spanish translation mirror (most docs.python.org links and some wikipedia links).
- Translate **only** the comments from the code snippets.

The repository: [JoseDeFreitas/wtfpython-es](https://github.com/JoseDeFreitas/wtfpython-es) (on `master` branch).

**This pull request:**
- Added the reference in the [README.md](https://github.com/satwikkansal/wtfpython/blob/master/README.md) file.
- Added myself in the [CONTRIBUTORS.md](https://github.com/satwikkansal/wtfpython/blob/master/CONTRIBUTORS.md) file.

I'll be watching the changes in this repository from time to time so I can update the Spanish translation.",# Add Spanish translation
881,"New snippet: yielding from... return!
","# Add ""Yielding from... return!"""
882,"Update CoinMarketCap Readme
CoinMarketCap does require an `apiKey`

Thank you for taking the time to work on a Pull Request for this project!

To ensure your PR is dealt with swiftly please check the following:

- [x] Your submissions are formatted according to the guidelines in the [contributing guide](CONTRIBUTING.md)
- [x] Your additions are ordered alphabetically
- [x] Your submission has a useful description
- [x] The description does not end with punctuation
- [x] Each table column should be padded with one space on either side
- [x] You have searched the repository for any relevant issues or pull requests
- [x] Any category you are creating has the minimum requirement of 3 items
- [x] All changes have been [squashed][squash-link] into a single commit

[squash-link]: <https://github.com/todotxt/todo.txt-android/wiki/Squash-All-Commits-Related-to-a-Single-Issue-into-a-Single-Commit>
",# Update README.md
883,"Refactor chain pattern
Fixes #252 

- aiming for simplification this PR removes second implementation with coroutines, client with delegation method and timing
- rename `_successor` attribute to `successor`: pattern should provide method to add/change successor dynamicly (usually is called ""set_next""). Additional setter would be overkill, but leading underscore discourages changes (wrongly).
- bugfix: add check in handler method if there is a successor (otherwise we do not handle end-of-chain properly)
- add docstring to base `def handle(self, request)`
- rename `_handle` to `compare`
- change intervals from `0 < request <= 10` to `0 <= request < 10: zero-indexing is more natural in such cases (and handles zeroes)
- change numbers in concreate handle names. This way it is easier to understand output e.g. when numbers **2**x belong to ConcreteHanlder**2** (represents number of tens)
- ...

**What's left:**
In case of PR approval - `viz\chain.py.png` should be removed or recreated.
I would also like to rename this file from ""chain.py"" to ""chain_of_responsibility.py"" as it is well known by this name.
",# Update chain.py
884,"corrected version
the version tag should be 1.2.0, afaik 1.1.3 doesn't exist
Btw. https://keras.io/layers/writing-your-own-keras-layers/ shows an older version of this page.",# Update the version number in the writing your own layer template
885,"Edge TPU `tf.lite.experimental.load_delegate` fix
Fix attempt for #6535

## 🛠️ PR Summary

<sub>Made with ❤️ by [Ultralytics Actions](https://github.com/ultralytics/actions)<sub>

### 🌟 Summary
Refinement of TensorFlow Lite model loading in YOLOv5.

### 📊 Key Changes
- Unified import statements for TensorFlow Lite (TFLite) to improve readability and maintainability.
- Adjusted the use of the `tflite_runtime.interpreter` import to better differentiate between the full TensorFlow Lite package and the TensorFlow Lite runtime package.
- Ensured compatibility with Edge TPU by dynamically loading the appropriate delegate based on the underlying operating system.

### 🎯 Purpose & Impact
- **Simplification of Code:** By consolidating import statements and handling TensorFlow Lite in a more straightforward manner, the code is cleaner and easier to understand.
- **Enhanced Flexibility:** This update provides better support for Edge TPU devices by adapting the delegate loading process to the user's operating system.
- **User Experience:** Users will benefit from a smoother experience when running YOLOv5 models with TensorFlow Lite, particularly those using Edge TPU hardware for accelerated inference.",# Fix TensorFlow Lite Edge TPU inference
886,"Hitbtc3 createReduceOnlyOrder
Added createReduceOnlyOrder to Hitbtc3:
```
hitbtc3.createReduceOnlyOrder (BTC/USDT:USDT, market, sell, 0.0001, 31000)
2022-03-18T06:56:52.301Z iteration 0 passed in 218 ms

{
  info: {
    id: '59038431641',
    client_order_id: 'Yt_6r9I071aBzJykD6fHGmrB-9BS03sa',
    symbol: 'BTCUSDT_PERP',
    side: 'sell',
    status: 'filled',
    type: 'market',
    time_in_force: 'GTC',
    quantity: '0.0001',
    quantity_cumulative: '0.0001',
    post_only: false,
    reduce_only: true,
    created_at: '2022-03-18T06:56:53.267Z',
    updated_at: '2022-03-18T06:56:53.267Z',
    trades: [
      {
        id: '4773720',
        position_id: '2386187',
        quantity: '0.0001',
        price: '40745.29',
        fee: '0.002037264500',
        timestamp: '2022-03-18T06:56:53.267Z',
        taker: true
      }
    ]
  },
  id: 'Yt_6r9I071aBzJykD6fHGmrB-9BS03sa',
  clientOrderId: 'Yt_6r9I071aBzJykD6fHGmrB-9BS03sa',
  timestamp: 1647586613267,
  datetime: '2022-03-18T06:56:53.267Z',
  lastTradeTimestamp: 1647586613267,
  symbol: 'BTC/USDT:USDT',
  price: 40745.29,
  amount: 0.0001,
  type: 'market',
  side: 'sell',
  timeInForce: 'IOC',
  postOnly: false,
  filled: 0.0001,
  remaining: 0,
  cost: 4.074529,
  status: 'closed',
  average: 40745.29,
  trades: [
    {
      info: {
        id: '4773720',
        position_id: '2386187',
        quantity: '0.0001',
        price: '40745.29',
        fee: '0.002037264500',
        timestamp: '2022-03-18T06:56:53.267Z',
        taker: true
      },
      id: '4773720',
      order: 'Yt_6r9I071aBzJykD6fHGmrB-9BS03sa',
      timestamp: 1647586613267,
      datetime: '2022-03-18T06:56:53.267Z',
      symbol: 'BTC/USDT:USDT',
      type: 'market',
      side: 'sell',
      takerOrMaker: 'taker',
      price: 40745.29,
      amount: 0.0001,
      cost: 4.074529,
      fee: { cost: 0.0020372645, currency: 'USDT' },
      fees: [ { currency: 'USDT', cost: '0.002037264500' } ]
    }
  ],
  fee: { currency: 'USDT', cost: 0.0020372645 },
  fees: [ { currency: 'USDT', cost: 0.0020372645 } ]
}
```",# hitbtc3: add createReduceOnlyOrder
